Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Precaution_1,Precaution_2,Precaution_3,Precaution_4,Description
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,,,,,,,,,,,cold baths,anti itch medicine,consult doctor,eat healthy,"Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases"
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,,,,,,,,,,,cold baths,anti itch medicine,consult doctor,eat healthy,"Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases"
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,,,,,,,,,,,cold baths,anti itch medicine,consult doctor,eat healthy,"Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases"
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,,,,,,,,,,,cold baths,anti itch medicine,consult doctor,eat healthy,"Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases"
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,,,,,,,,,,,cold baths,anti itch medicine,consult doctor,eat healthy,"Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases"
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,,,,,,,,,,,cold baths,anti itch medicine,consult doctor,eat healthy,"Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases"
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,stomach_pain,burning_micturition,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,burning_micturition,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,stomach_pain,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,skin_rash,stomach_pain,burning_micturition,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,stomach_pain,burning_micturition,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,burning_micturition,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,stomach_pain,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,stomach_pain,burning_micturition,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,burning_micturition,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,stomach_pain,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,skin_rash,stomach_pain,burning_micturition,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,stomach_pain,burning_micturition,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,burning_micturition,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,stomach_pain,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,stomach_pain,burning_micturition,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,burning_micturition,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,stomach_pain,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
Drug Reaction,skin_rash,stomach_pain,burning_micturition,spotting_urination,,,,,,,,,,,,,,stop irritation,consult nearest hospital,stop taking drug,follow up,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
